dateID,locationID,contentID,NumberNegativeNews,NumberPositiveNews,totalQuantity
1350,26415,6617,1,0,1
1350,23865,6618,1,0,1
1350,6433,6619,1,0,1
1350,26451,6620,1,0,1
1350,25529,6621,1,0,1
1350,21858,6622,1,0,1
1350,25053,6623,0,1,1
1350,228,6624,1,0,1
1350,22313,6625,1,0,1
1350,737,6626,0,1,1
1350,23921,6627,1,0,1
1350,8979,6628,1,0,1
1350,6302,6629,1,0,1
1350,8009,6630,1,0,1
1350,17679,6631,1,0,1
1350,4560,6632,1,0,1
1350,24987,6633,1,0,1
1350,7664,6634,1,0,1
1350,22266,6635,0,1,1
1350,18158,6636,0,1,1
1350,11848,6637,0,1,1
1350,23645,6638,1,0,1
1350,4415,6639,1,0,1
1351,263,6640,1,0,1
1351,11251,6641,1,0,1
1351,15891,6642,1,0,1
1351,15459,6643,1,0,1
1351,13392,6644,1,0,1
1351,22769,6645,0,1,1
1351,15622,6646,1,0,1
1351,10654,6647,1,0,1
1351,23183,6648,1,0,1
1351,9590,6649,1,0,1
1351,19636,6650,1,0,1
1351,10377,6651,0,1,1
1351,25262,6652,1,0,1
1351,7575,6653,1,0,1
1351,10361,6654,1,0,1
1351,61,6655,1,0,1
1351,16128,6656,1,0,1
1351,9395,6657,1,0,1
1351,7927,6658,1,0,1
1351,9143,6659,1,0,1
1351,10475,6660,1,0,1
1351,8819,6661,0,1,1
1351,7808,6662,1,0,1
1351,24495,6663,1,0,1
1351,12329,6664,1,0,1
1351,12177,6665,1,0,1
1351,7409,6666,0,1,1
1351,16552,6667,0,1,1
1351,15447,6668,1,0,1
1351,21789,6669,1,0,1
1351,12118,6670,0,1,1
1351,2474,6671,0,1,1
1351,14605,6672,1,0,1
1352,27806,6673,0,1,1
1352,9450,6674,1,0,1
1352,27586,6675,1,0,1
1352,17612,6676,1,0,1
1352,24776,6677,0,1,1
1352,9376,6678,0,1,1
1352,4333,6679,1,0,1
1352,22582,6680,0,1,1
1352,18454,6681,1,0,1
1352,21159,6682,1,0,1
1352,1231,6683,1,0,1
1352,22343,6684,1,0,1
1352,13480,6685,1,0,1
1353,9443,6686,0,1,1
1353,10040,6687,1,0,1
1353,24048,6688,1,0,1
1353,16277,6689,1,0,1
1353,16779,6690,1,0,1
1353,3459,6691,1,0,1
1353,9283,6692,1,0,1
1353,28043,6693,1,0,1
1353,5262,6694,1,0,1
1353,15803,6695,0,1,1
1353,8697,6696,1,0,1
1353,1139,6697,0,1,1
1354,21300,6698,1,0,1
1354,7287,6699,0,1,1
1354,24160,6700,0,1,1
1354,15015,6701,1,0,1
1354,7183,6702,1,0,1
1354,16415,6703,1,0,1
1354,10003,6704,1,0,1
1354,19970,6705,1,0,1
1354,4676,6706,1,0,1
1354,7903,6707,1,0,1
1354,17074,6708,1,0,1
1354,6974,6709,1,0,1
1354,2109,6710,1,0,1
1355,13452,6711,0,1,1
1355,10165,6712,0,1,1
1355,16352,6713,1,0,1
1355,20812,6714,1,0,1
1355,6329,6715,1,0,1
1355,19474,6716,0,1,1
1355,5227,6717,0,1,1
1355,8649,6718,1,0,1
1355,16882,6719,1,0,1
1355,24694,6720,1,0,1
1355,22208,6721,1,0,1
1355,18226,6722,1,0,1
1355,23700,6723,1,0,1
1355,21438,6724,1,0,1
1355,16651,6725,0,1,1
1356,10785,6726,1,0,1
1356,21316,6727,0,1,1
1356,15571,6728,1,0,1
1356,19680,6729,0,1,1
1356,14951,6730,0,1,1
1356,16517,6731,0,1,1
1356,87,6732,0,1,1
1356,3315,6733,1,0,1
1356,8434,6734,1,0,1
1356,26669,6735,1,0,1
1356,23313,6736,1,0,1
1356,20202,6737,0,1,1
1356,24667,6738,1,0,1
1356,8343,6739,1,0,1
1356,8726,6740,1,0,1
1356,5459,6741,0,1,1
1356,223,6742,1,0,1
1356,9447,6743,1,0,1
1356,9101,6744,0,1,1
1356,26994,6745,1,0,1
1356,18004,6746,0,1,1
1356,12575,6747,1,0,1
1356,10796,6748,1,0,1
1356,25004,6749,1,0,1
1356,14840,6750,1,0,1
1356,10363,6751,1,0,1
1356,19295,6752,1,0,1
1356,5561,6753,1,0,1
1356,2222,6754,0,1,1
1357,26647,6755,0,1,1
1357,3839,6756,0,1,1
1357,11619,6757,0,1,1
1357,23096,6758,1,0,1
1357,2282,6759,1,0,1
1357,11367,6760,1,0,1
1357,11422,6761,1,0,1
1357,3047,6762,1,0,1
1357,6786,6763,1,0,1
1357,23374,6764,1,0,1
1357,3838,6765,1,0,1
1357,12176,6766,1,0,1
1357,20548,6767,0,1,1
1357,27160,6768,0,1,1
1357,5645,6769,1,0,1
1357,747,6770,0,1,1
1357,24375,6771,0,1,1
1357,13011,6772,1,0,1
1357,24950,6773,1,0,1
1357,19749,6774,1,0,1
1357,22460,6775,1,0,1
1358,25460,6776,0,1,1
1358,17514,6777,1,0,1
1358,5375,6778,1,0,1
1358,7657,6779,1,0,1
1358,27226,6780,0,1,1
1358,23450,6781,1,0,1
1358,1788,6782,1,0,1
1358,15240,6783,1,0,1
1358,23523,6784,1,0,1
1358,4383,6785,1,0,1
1358,4161,6786,1,0,1
1358,2134,6787,1,0,1
1358,18435,6788,1,0,1
1358,13999,6789,0,1,1
1358,16005,6790,1,0,1
1358,13541,6791,1,0,1
1358,23808,6792,1,0,1
1358,25620,6793,1,0,1
1358,21603,6794,1,0,1
1358,19992,6795,0,1,1
1358,9280,6796,1,0,1
1358,24749,6797,1,0,1
1358,8825,6798,1,0,1
1358,5785,6799,0,1,1
1358,10914,6800,1,0,1
1358,22518,6801,1,0,1
1358,2839,6802,1,0,1
1358,21876,6803,1,0,1
1359,4205,6804,0,1,1
1359,25794,6805,0,1,1
1359,25504,6806,1,0,1
1359,12778,6807,1,0,1
1359,7577,6808,1,0,1
1359,17526,6809,1,0,1
1359,983,6810,0,1,1
1359,12874,6811,1,0,1
1359,34,6812,1,0,1
1359,13523,6813,0,1,1
1359,26742,6814,1,0,1
1359,25600,6815,1,0,1
1359,22671,6816,0,1,1
1360,19865,6817,0,1,1
1360,7930,6818,1,0,1
1360,27083,6819,1,0,1
1360,6413,6820,1,0,1
1360,8694,6821,0,1,1
1360,17760,6822,1,0,1
1360,1709,6823,1,0,1
1360,21126,6824,1,0,1
1360,3987,6825,1,0,1
1360,10653,6826,1,0,1
1360,7546,6827,1,0,1
1360,19055,6828,1,0,1
1361,9230,6829,1,0,1
1361,13661,6830,1,0,1
1361,12324,6831,1,0,1
1361,21545,6832,1,0,1
1361,25209,6833,0,1,1
1361,22459,6834,1,0,1
1361,6974,6835,1,0,1
1361,9568,6836,0,1,1
1361,13501,6837,1,0,1
1361,16157,6838,1,0,1
1361,284,6839,1,0,1
1361,27090,6840,0,1,1
1361,3020,6841,1,0,1
1361,25889,6842,0,1,1
1361,1348,6843,0,1,1
1361,18964,6844,0,1,1
1361,5506,6845,0,1,1
1361,14636,6846,1,0,1
1361,18491,6847,1,0,1
1361,11741,6848,1,0,1
1361,23237,6849,0,1,1
1361,2792,6850,1,0,1
1361,24659,6851,1,0,1
1361,3850,6852,1,0,1
1361,16724,6853,1,0,1
1361,19929,6854,1,0,1
1361,5925,6855,1,0,1
1361,12865,6856,1,0,1
1361,19121,6857,1,0,1
1361,10675,6858,1,0,1
1361,26107,6859,1,0,1
1362,3896,6860,1,0,1
1362,9936,6861,1,0,1
1362,4305,6862,1,0,1
1362,23850,6863,0,1,1
1362,11807,6864,1,0,1
1362,19260,6865,1,0,1
1362,22867,6866,1,0,1
1362,19064,6867,1,0,1
1362,4082,6868,1,0,1
1362,973,6869,1,0,1
1362,2070,6870,1,0,1
1362,27272,6871,1,0,1
1362,17770,6872,1,0,1
1362,20789,6873,0,1,1
1362,27530,6874,1,0,1
1362,23878,6875,1,0,1
1362,20791,6876,1,0,1
1362,12636,6877,1,0,1
1362,16229,6878,1,0,1
1362,26775,6879,1,0,1
1362,10813,6880,1,0,1
1362,9502,6881,1,0,1
1362,14037,6882,1,0,1
1362,72,6883,1,0,1
1362,23386,6884,0,1,1
1362,18489,6885,1,0,1
1362,15590,6886,1,0,1
1362,14020,6887,1,0,1
1362,23745,6888,0,1,1
1362,6831,6889,1,0,1
1362,13040,6890,0,1,1
1362,4747,6891,1,0,1
1362,24043,6892,1,0,1
1362,1856,6893,1,0,1
1362,21437,6894,1,0,1
1362,27777,6895,1,0,1
1363,21631,6896,1,0,1
1363,4118,6897,0,1,1
1363,3126,6898,1,0,1
1363,26533,6899,1,0,1
1363,20436,6900,1,0,1
1363,26173,6901,1,0,1
1363,10032,6902,0,1,1
1363,22133,6903,1,0,1
1363,13122,6904,0,1,1
1363,28017,6905,0,1,1
1363,14796,6906,1,0,1
1363,13045,6907,1,0,1
1363,21419,6908,1,0,1
1363,4617,6909,0,1,1
1363,3483,6910,1,0,1
1363,13757,6911,1,0,1
1363,14384,6912,1,0,1
1363,11602,6913,1,0,1
1363,22777,6914,1,0,1
1363,3133,6915,0,1,1
1363,2971,6916,1,0,1
1363,17884,6917,0,1,1
1363,18120,6918,1,0,1
1363,21391,6919,1,0,1
1363,25330,6920,0,1,1
1363,17944,6921,1,0,1
1363,26346,6922,1,0,1
1363,10543,6923,1,0,1
1363,5513,6924,0,1,1
1364,24520,6925,1,0,1
1364,10379,6926,1,0,1
1364,1375,6927,1,0,1
1364,18563,6928,0,1,1
1364,2801,6929,1,0,1
1364,2863,6930,1,0,1
1364,16414,6931,1,0,1
1364,16688,6932,1,0,1
1364,26231,6933,0,1,1
1364,14355,6934,1,0,1
1364,5243,6935,1,0,1
1364,4703,6936,1,0,1
1364,24941,6937,1,0,1
1364,17678,6938,1,0,1
1364,20065,6939,0,1,1
1364,14229,6940,1,0,1
1364,1794,6941,0,1,1
1364,17974,6942,1,0,1
1364,16856,6943,1,0,1
1364,17372,6944,1,0,1
1364,26665,6945,1,0,1
1364,5670,6946,1,0,1
1364,14270,6947,1,0,1
1364,23802,6948,1,0,1
1364,21609,6949,1,0,1
1364,18493,6950,1,0,1
1364,12436,6951,1,0,1
1364,18284,6952,1,0,1
1364,10127,6953,1,0,1
1364,8886,6954,1,0,1
1364,23100,6955,1,0,1
1364,27081,6956,1,0,1
1364,20308,6957,1,0,1
1364,10340,6958,1,0,1
1364,10832,6959,1,0,1
1364,12024,6960,1,0,1
1364,25314,6961,0,1,1
1364,19053,6962,1,0,1
1364,1215,6963,1,0,1
1364,18621,6964,1,0,1
1365,12682,6965,1,0,1
1365,2152,6966,0,1,1
1365,13923,6967,1,0,1
1365,18890,6968,1,0,1
1365,20535,6969,1,0,1
1365,6188,6970,1,0,1
1365,17549,6971,1,0,1
1365,3033,6972,1,0,1
1365,1971,6973,1,0,1
1365,21902,6974,1,0,1
1365,26879,6975,1,0,1
1365,16011,6976,1,0,1
1365,2098,6977,1,0,1
1365,18173,6978,0,1,1
1365,23716,6979,1,0,1
1365,16141,6980,1,0,1
1365,4629,6981,1,0,1
1365,13034,6982,1,0,1
1365,16512,6983,1,0,1
1365,22758,6984,1,0,1
1365,14717,6985,0,1,1
1365,20106,6986,1,0,1
1365,21184,6987,0,1,1
1365,23794,6988,1,0,1
1365,19572,6989,1,0,1
1365,25926,6990,1,0,1
1365,5344,6991,1,0,1
1365,3220,6992,1,0,1
1365,14331,6993,1,0,1
1365,20551,6994,1,0,1
1365,5471,6995,1,0,1
1365,21462,6996,1,0,1
1365,17772,6997,0,1,1
1365,19225,6998,1,0,1
1366,8796,6999,1,0,1
1366,21129,7000,1,0,1
1366,21413,7001,1,0,1
1366,25716,7002,1,0,1
1366,8790,7003,1,0,1
1366,28319,7004,0,1,1
1366,28161,7005,1,0,1
1367,492,7006,1,0,1
1367,20677,7007,1,0,1
1367,576,7008,0,1,1
1367,21462,7009,1,0,1
1367,28030,7010,0,1,1
1367,10016,7011,1,0,1
1367,25863,7012,1,0,1
1367,17754,7013,1,0,1
1367,26392,7014,1,0,1
1367,15572,7015,1,0,1
1367,22042,7016,1,0,1
1367,10346,7017,0,1,1
1367,9437,7018,1,0,1
1367,6311,7019,1,0,1
1368,13506,7020,1,0,1
1368,10248,7021,1,0,1
1368,16151,7022,0,1,1
1368,16779,7023,1,0,1
1368,14715,7024,1,0,1
1368,6941,7025,1,0,1
1368,17549,7026,1,0,1
1368,27804,7027,1,0,1
1368,14566,7028,1,0,1
1368,13008,7029,1,0,1
1368,21592,7030,1,0,1
1368,5736,7031,0,1,1
1368,2225,7032,0,1,1
1368,26086,7033,1,0,1
1368,1408,7034,0,1,1
1368,8323,7035,1,0,1
1368,12409,7036,0,1,1
1368,26027,7037,0,1,1
1368,22052,7038,1,0,1
1368,6152,7039,1,0,1
1368,13737,7040,1,0,1
1368,9422,7041,1,0,1
1368,7869,7042,1,0,1
1368,17857,7043,0,1,1
1368,21686,7044,1,0,1
1369,10718,7045,0,1,1
1369,10475,7046,1,0,1
1369,16282,7047,0,1,1
1369,3676,7048,1,0,1
1369,24023,7049,0,1,1
1369,13525,7050,1,0,1
1369,14079,7051,1,0,1
1369,9633,7052,1,0,1
1369,17960,7053,1,0,1
1369,19314,7054,1,0,1
1369,27777,7055,1,0,1
1369,14350,7056,1,0,1
1369,18479,7057,1,0,1
1369,10027,7058,1,0,1
1369,7312,7059,0,1,1
1369,25622,7060,1,0,1
1369,7897,7061,0,1,1
1369,21823,7062,1,0,1
1369,19832,7063,1,0,1
1369,4692,7064,1,0,1
1369,5545,7065,0,1,1
1369,25138,7066,0,1,1
1369,21677,7067,0,1,1
1369,14763,7068,1,0,1
1369,12965,7069,0,1,1
1369,20901,7070,1,0,1
1369,16512,7071,1,0,1
1369,14339,7072,1,0,1
1370,1714,7073,0,1,1
1370,10039,7074,1,0,1
1370,7456,7075,1,0,1
1370,14154,7076,1,0,1
1370,12870,7077,1,0,1
1370,7908,7078,0,1,1
1370,2914,7079,1,0,1
1370,17255,7080,1,0,1
1370,19948,7081,0,1,1
1370,22146,7082,1,0,1
1370,24300,7083,0,1,1
1370,13263,7084,1,0,1
1370,23783,7085,0,1,1
1370,25283,7086,1,0,1
1370,25053,7087,1,0,1
1370,3881,7088,1,0,1
1370,27192,7089,0,1,1
1370,27768,7090,1,0,1
1370,26398,7091,0,1,1
1370,8212,7092,1,0,1
1370,25111,7093,0,1,1
1370,26079,7094,1,0,1
1370,22781,7095,0,1,1
1370,26824,7096,1,0,1
1370,11102,7097,0,1,1
1370,21555,7098,0,1,1
1370,20589,7099,0,1,1
1370,16650,7100,0,1,1
1370,13844,7101,1,0,1
1370,18563,7102,1,0,1
1370,1721,7103,1,0,1
1370,10112,7104,1,0,1
1370,23118,7105,1,0,1
1370,17793,7106,1,0,1
1370,17975,7107,1,0,1
1370,291,7108,1,0,1
1370,22466,7109,1,0,1
1370,23132,7110,0,1,1
1370,4942,7111,1,0,1
1370,14938,7112,1,0,1
1370,19103,7113,0,1,1
1370,14457,7114,1,0,1
1370,12428,7115,1,0,1
1370,13225,7116,1,0,1
1371,10739,7117,0,1,1
1371,2430,7118,1,0,1
1371,24615,7119,1,0,1
1371,14055,7120,0,1,1
1371,8988,7121,1,0,1
1371,26757,7122,0,1,1
1371,6708,7123,1,0,1
1371,16102,7124,1,0,1
1371,2040,7125,1,0,1
1371,25837,7126,0,1,1
1371,3514,7127,0,1,1
1371,15130,7128,0,1,1
1371,21759,7129,1,0,1
1371,27626,7130,0,1,1
1371,18265,7131,0,1,1
1371,27601,7132,0,1,1
1371,26998,7133,0,1,1
1371,18468,7134,1,0,1
1371,23885,7135,1,0,1
1371,25345,7136,0,1,1
1371,23445,7137,1,0,1
1371,28041,7138,1,0,1
1371,18938,7139,1,0,1
1371,11902,7140,0,1,1
1371,22608,7141,0,1,1
1371,3107,7142,1,0,1
1371,18654,7143,1,0,1
1371,7760,7144,1,0,1
1371,1965,7145,1,0,1
1371,19760,7146,1,0,1
1371,970,7147,0,1,1
1371,5102,7148,1,0,1
1371,18739,7149,1,0,1
1372,26357,7150,1,0,1
1372,17439,7151,1,0,1
1372,2114,7152,1,0,1
1372,3683,7153,0,1,1
1372,20931,7154,0,1,1
1372,6898,7155,1,0,1
1372,26445,7156,0,1,1
1372,6073,7157,1,0,1
1372,3370,7158,1,0,1
1372,26555,7159,0,1,1
1372,25494,7160,0,1,1
1372,15035,7161,1,0,1
1372,13964,7162,1,0,1
1372,22292,7163,1,0,1
1372,12018,7164,1,0,1
1372,19464,7165,0,1,1
1372,26740,7166,1,0,1
1372,18668,7167,0,1,1
1372,21512,7168,1,0,1
1372,25632,7169,1,0,1
1372,18861,7170,1,0,1
1372,6625,7171,1,0,1
1372,19339,7172,0,1,1
1372,6449,7173,0,1,1
1372,18151,7174,1,0,1
1372,19123,7175,1,0,1
1372,14950,7176,1,0,1
1372,3924,7177,1,0,1
1372,6156,7178,1,0,1
1372,19138,7179,1,0,1
1372,20831,7180,0,1,1
1372,4446,7181,1,0,1
1372,27269,7182,1,0,1
1373,14910,7183,1,0,1
1373,17599,7184,1,0,1
1373,14603,7185,0,1,1
1373,27230,7186,1,0,1
1373,19057,7187,1,0,1
1373,14809,7188,1,0,1
1373,18935,7189,0,1,1
1373,17773,7190,1,0,1
1373,6348,7191,1,0,1
1373,21622,7192,1,0,1
1373,7138,7193,1,0,1
1373,10753,7194,1,0,1
1373,20510,7195,0,1,1
1374,8405,7196,1,0,1
1374,26273,7197,1,0,1
1374,27908,7198,0,1,1
1374,27022,7199,1,0,1
1374,12195,7200,1,0,1
1374,25065,7201,1,0,1
1374,3555,7202,1,0,1
1374,22969,7203,0,1,1
1374,21895,7204,1,0,1
1374,6304,7205,1,0,1
1374,22995,7206,1,0,1
1375,5807,7207,0,1,1
1375,12136,7208,1,0,1
1375,3629,7209,1,0,1
1375,10535,7210,0,1,1
1375,384,7211,1,0,1
1375,15263,7212,1,0,1
1375,23501,7213,1,0,1
1375,13599,7214,1,0,1
1375,11870,7215,0,1,1
1375,27562,7216,1,0,1
1375,3403,7217,0,1,1
1375,20131,7218,1,0,1
1375,10690,7219,1,0,1
1375,17325,7220,1,0,1
1375,15732,7221,1,0,1
1375,23082,7222,0,1,1
1375,6002,7223,0,1,1
1375,4790,7224,1,0,1
1375,23038,7225,1,0,1
1375,2685,7226,0,1,1
1375,15701,7227,1,0,1
1375,20082,7228,1,0,1
1375,11901,7229,1,0,1
1375,16822,7230,1,0,1
1375,5576,7231,1,0,1
1375,17078,7232,0,1,1
1375,18547,7233,0,1,1
1375,11126,7234,1,0,1
1375,7039,7235,0,1,1
1375,3108,7236,0,1,1
1375,4415,7237,1,0,1
1375,14410,7238,1,0,1
1376,18454,7239,1,0,1
1376,2169,7240,1,0,1
1376,5945,7241,1,0,1
1376,19054,7242,1,0,1
1376,3342,7243,1,0,1
1376,23616,7244,1,0,1
1376,9592,7245,1,0,1
1376,8650,7246,1,0,1
1376,7055,7247,1,0,1
1376,16870,7248,1,0,1
1376,9921,7249,1,0,1
1376,17640,7250,1,0,1
1376,807,7251,1,0,1
1376,2102,7252,1,0,1
1376,22378,7253,0,1,1
1376,21445,7254,0,1,1
1376,21560,7255,0,1,1
1376,26518,7256,1,0,1
1376,8426,7257,1,0,1
1376,24675,7258,1,0,1
1376,11063,7259,0,1,1
1376,39,7260,1,0,1
1376,21837,7261,1,0,1
1376,24336,7262,1,0,1
1376,8222,7263,1,0,1
1376,14871,7264,1,0,1
1376,10290,7265,1,0,1
1376,5807,7266,1,0,1
1376,12950,7267,1,0,1
1377,14302,7268,1,0,1
1377,25508,7269,1,0,1
1377,449,7270,0,1,1
1377,16890,7271,0,1,1
1377,15996,7272,0,1,1
1377,14493,7273,1,0,1
1377,14091,7274,1,0,1
1377,25130,7275,1,0,1
1377,12794,7276,1,0,1
1377,8836,7277,1,0,1
1377,5543,7278,1,0,1
1377,13408,7279,0,1,1
1377,18510,7280,1,0,1
1377,12143,7281,1,0,1
1377,16851,7282,1,0,1
1377,7225,7283,0,1,1
1377,8622,7284,0,1,1
1377,27194,7285,1,0,1
1377,14356,7286,0,1,1
1377,28066,7287,1,0,1
1377,23026,7288,0,1,1
1377,27388,7289,1,0,1
1377,6145,7290,1,0,1
1377,19011,7291,1,0,1
1377,15412,7292,0,1,1
1377,17115,7293,1,0,1
1377,3424,7294,0,1,1
1377,26055,7295,1,0,1
1377,8851,7296,1,0,1
1377,14740,7297,0,1,1
1377,26516,7298,1,0,1
1377,8205,7299,1,0,1
1377,27824,7300,1,0,1
1378,26186,7301,1,0,1
1378,7089,7302,1,0,1
1378,22658,7303,1,0,1
1378,20349,7304,0,1,1
1378,6529,7305,0,1,1
1378,12723,7306,1,0,1
1378,16095,7307,0,1,1
1378,12300,7308,0,1,1
1378,22652,7309,1,0,1
1378,24097,7310,1,0,1
1378,15382,7311,1,0,1
1378,18758,7312,0,1,1
1378,15326,7313,1,0,1
1378,5004,7314,1,0,1
1378,12624,7315,1,0,1
1378,19761,7316,1,0,1
1378,15758,7317,1,0,1
1378,25080,7318,1,0,1
1378,7818,7319,0,1,1
1378,2652,7320,1,0,1
1378,20797,7321,1,0,1
1378,4922,7322,1,0,1
1378,19254,7323,1,0,1
1378,24793,7324,1,0,1
1378,1256,7325,1,0,1
1378,14207,7326,1,0,1
1378,17943,7327,1,0,1
1378,7303,7328,1,0,1
1378,26757,7329,1,0,1
1379,1025,7330,1,0,1
1379,14849,7331,1,0,1
1379,19299,7332,1,0,1
1379,6097,7333,0,1,1
1379,7538,7334,0,1,1
1379,11581,7335,1,0,1
1379,3945,7336,1,0,1
1379,23869,7337,1,0,1
1379,25923,7338,1,0,1
1379,4254,7339,1,0,1
1379,7985,7340,0,1,1
1379,24075,7341,1,0,1
1379,16349,7342,1,0,1
1379,24467,7343,0,1,1
1379,20451,7344,1,0,1
1379,8770,7345,1,0,1
1379,965,7346,0,1,1
1379,13800,7347,1,0,1
1379,25741,7348,1,0,1
1379,17971,7349,1,0,1
1379,16503,7350,0,1,1
1379,19192,7351,1,0,1
1379,4751,7352,0,1,1
1379,16010,7353,0,1,1
1379,1057,7354,1,0,1
1379,16491,7355,1,0,1
1379,2609,7356,0,1,1
1379,8851,7357,1,0,1
1379,2813,7358,1,0,1
1379,27980,7359,1,0,1
1379,19663,7360,0,1,1
1379,26756,7361,1,0,1
1379,16229,7362,1,0,1
1379,319,7363,0,1,1
1379,18049,7364,1,0,1
1379,4089,7365,0,1,1
1379,17687,7366,1,0,1
1379,24140,7367,1,0,1
1379,7549,7368,1,0,1
1379,26243,7369,1,0,1
1380,3051,7370,0,1,1
1380,10377,7371,0,1,1
1380,1377,7372,1,0,1
1380,18083,7373,1,0,1
1380,17046,7374,1,0,1
1380,9271,7375,1,0,1
1380,22595,7376,1,0,1
1380,21409,7377,1,0,1
1380,13531,7378,1,0,1
1380,11036,7379,1,0,1
1380,17859,7380,0,1,1
1380,10136,7381,1,0,1
1380,4674,7382,0,1,1
1380,19206,7383,1,0,1
1381,702,7384,1,0,1
1381,2176,7385,0,1,1
1381,20048,7386,1,0,1
1381,16389,7387,0,1,1
1381,21602,7388,0,1,1
1381,21692,7389,0,1,1
1381,8878,7390,1,0,1
1381,10569,7391,1,0,1
1381,17519,7392,1,0,1
1381,12924,7393,1,0,1
1381,12858,7394,1,0,1
1382,3504,7395,1,0,1
1382,12410,7396,1,0,1
1382,9966,7397,1,0,1
1382,8669,7398,1,0,1
1382,16606,7399,1,0,1
1382,23811,7400,1,0,1
1382,17801,7401,1,0,1
1382,25729,7402,1,0,1
1382,15511,7403,0,1,1
1382,7189,7404,1,0,1
1382,18367,7405,1,0,1
1382,17883,7406,0,1,1
1382,11799,7407,0,1,1
1382,7428,7408,1,0,1
1382,20822,7409,1,0,1
1382,20982,7410,0,1,1
1382,26090,7411,0,1,1
1382,12671,7412,1,0,1
1382,11853,7413,0,1,1
1382,1843,7414,1,0,1
1382,3775,7415,0,1,1
1382,8122,7416,0,1,1
1382,9646,7417,1,0,1
1382,6180,7418,1,0,1
1383,6588,7419,1,0,1
1383,8662,7420,1,0,1
1383,16797,7421,1,0,1
1383,19093,7422,1,0,1
1383,16326,7423,1,0,1
1383,22621,7424,1,0,1
1383,22015,7425,1,0,1
1383,20472,7426,0,1,1
1383,28036,7427,1,0,1
1383,20074,7428,1,0,1
1383,2756,7429,1,0,1
1383,11764,7430,0,1,1
1383,27387,7431,1,0,1
1383,7307,7432,1,0,1
1383,14015,7433,1,0,1
1383,14179,7434,1,0,1
1383,8778,7435,1,0,1
1383,15082,7436,1,0,1
1383,28016,7437,1,0,1
1383,18744,7438,1,0,1
1383,20158,7439,1,0,1
1383,3171,7440,1,0,1
1383,3254,7441,1,0,1
1383,27110,7442,1,0,1
1383,20104,7443,1,0,1
1383,10427,7444,0,1,1
1384,1424,7445,1,0,1
1384,23487,7446,1,0,1
1384,2327,7447,1,0,1
1384,25395,7448,1,0,1
1384,25843,7449,0,1,1
1384,15296,7450,1,0,1
1384,17829,7451,0,1,1
1384,18323,7452,1,0,1
1384,211,7453,0,1,1
1384,13204,7454,0,1,1
1384,5050,7455,0,1,1
1384,23497,7456,1,0,1
1384,23377,7457,1,0,1
1384,2025,7458,1,0,1
1384,11024,7459,1,0,1
1384,24825,7460,1,0,1
1384,6329,7461,1,0,1
1384,15950,7462,1,0,1
1384,3220,7463,1,0,1
1384,741,7464,1,0,1
1384,11004,7465,1,0,1
1384,18267,7466,0,1,1
1384,21607,7467,1,0,1
1384,12868,7468,1,0,1
1384,24181,7469,1,0,1
1384,15622,7470,1,0,1
1384,2799,7471,1,0,1
1384,10814,7472,0,1,1
1384,6374,7473,0,1,1
1384,3173,7474,1,0,1
1384,9736,7475,1,0,1
1384,26798,7476,1,0,1
1384,7038,7477,1,0,1
1384,16799,7478,1,0,1
1385,17508,7479,1,0,1
1385,15303,7480,1,0,1
1385,18519,7481,1,0,1
1385,19233,7482,1,0,1
1385,10641,7483,1,0,1
1385,10284,7484,1,0,1
1385,7111,7485,0,1,1
1385,20865,7486,1,0,1
1385,20844,7487,1,0,1
1385,14134,7488,1,0,1
1385,27938,7489,1,0,1
1385,17123,7490,1,0,1
1385,5860,7491,1,0,1
1385,10863,7492,1,0,1
1385,293,7493,1,0,1
1385,162,7494,1,0,1
1385,505,7495,1,0,1
1385,20021,7496,1,0,1
1385,25921,7497,1,0,1
1385,9569,7498,0,1,1
1385,512,7499,0,1,1
1385,16789,7500,0,1,1
1385,7508,7501,0,1,1
1385,9720,7502,1,0,1
1385,23471,7503,0,1,1
1385,2051,7504,0,1,1
1385,4678,7505,1,0,1
1385,1598,7506,1,0,1
1385,1042,7507,1,0,1
1385,16989,7508,1,0,1
1385,19389,7509,1,0,1
1386,18573,7510,1,0,1
1386,27687,7511,0,1,1
1386,18193,7512,1,0,1
1386,4088,7513,1,0,1
1386,3207,7514,1,0,1
1386,21829,7515,1,0,1
1386,12683,7516,1,0,1
1386,10423,7517,1,0,1
1386,24439,7518,0,1,1
1386,24519,7519,1,0,1
1386,27104,7520,1,0,1
1386,3042,7521,1,0,1
1386,711,7522,0,1,1
1386,20016,7523,0,1,1
1386,3957,7524,0,1,1
1386,16703,7525,0,1,1
1387,27527,7526,1,0,1
1387,17963,7527,1,0,1
1387,347,7528,1,0,1
1387,5809,7529,1,0,1
1387,4345,7530,1,0,1
1387,13831,7531,1,0,1
1387,26303,7532,1,0,1
1387,1681,7533,1,0,1
1387,26540,7534,0,1,1
1388,3902,7535,0,1,1
1388,3267,7536,1,0,1
1388,14384,7537,1,0,1
1388,1173,7538,1,0,1
1388,26572,7539,0,1,1
1388,7631,7540,1,0,1
1388,14539,7541,1,0,1
1388,17944,7542,1,0,1
1388,94,7543,0,1,1
1388,25437,7544,1,0,1
1388,24042,7545,1,0,1
1388,24614,7546,1,0,1
1388,15890,7547,1,0,1
1388,25863,7548,0,1,1
